IsRaceOn,TimestampMS,EngineMaxRpm,EngineIdleRpm,CurrentEngineRpm,AccelerationX,AccelerationY,AccelerationZ,VelocityX,VelocityY,VelocityZ,AngularVelocityX,AngularVelocityY,AngularVelocityZ,Yaw,Pitch,Roll,NormalizedSuspensionTravelFrontLeft,NormalizedSuspensionTravelFrontRight,NormalizedSuspensionTravelRearLeft,NormalizedSuspensionTravelRearRight,TireSlipRatioFrontLeft,TireSlipRatioFrontRight,TireSlipRatioRearLeft,TireSlipRatioRearRight,WheelRotationSpeedFrontLeft,WheelRotationSpeedFrontRight,WheelRotationSpeedRearLeft,WheelRotationSpeedRearRight,WheelOnRumbleStripFrontLeft,WheelOnRumbleStripFrontRight,WheelOnRumbleStripRearLeft,WheelOnRumbleStripRearRight,WheelInPuddleDepthFrontLeft,WheelInPuddleDepthFrontRight,WheelInPuddleDepthRearLeft,WheelInPuddleDepthRearRight,SurfaceRumbleFrontLeft,SurfaceRumbleFrontRight,SurfaceRumbleRearLeft,SurfaceRumbleRearRight,TireSlipAngleFrontLeft,TireSlipAngleFrontRight,TireSlipAngleRearLeft,TireSlipAngleRearRight,TireCombinedSlipFrontLeft,TireCombinedSlipFrontRight,TireCombinedSlipRearLeft,TireCombinedSlipRearRight,SuspensionTravelMetersFrontLeft,SuspensionTravelMetersFrontRight,SuspensionTravelMetersRearLeft,SuspensionTravelMetersRearRight,CarOrdinal,CarClass,CarPerformanceIndex,DrivetrainType,NumCylinders,PositionX,PositionY,PositionZ,Speed,Power,Torque,TireTempFl,TireTempFr,TireTempRl,TireTempRr,Boost,Fuel,Distance,BestLapTime,LastLapTime,CurrentLapTime,CurrentRaceTime,Lap,RacePosition,Accelerator,Brake,Clutch,Handbrake,Gear,Steer,NormalDrivingLine,NormalAiBrakeDifference
True,742142859,8499.995,705.4391,667.52386,-0.03247381,0.04655649,0.067252055,-0.0005127733,0.0068640052,-0.0029711048,-0.008303129,-2.4519399E-05,0.0012455992,2.094468,0.0074723866,-0.0002213826,0.47208387,0.47634694,0.41270813,0.41636193,0.0038324934,-0.0023684218,0.00407329,-0.0020293822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002541979,-0.0027616418,0.001139989,0.0015955904,0.0045988765,0.0036381434,0.0042298073,0.0025815307,0.0014150366,0.0017346945,0.0003514178,0.00060430914,195,4,132,2,6,-5315.5015,174.49895,-3029.7527,0.0074969972,197.80795,2.8308618,205.16667,203.47885,211.59325,211.59325,-11.024998,1,0,0,0,0,465.4789,0,0,0,0,0,0,1,0,0,0
True,742146468,8499.995,705.4391,705.4634,-6.8056914E-05,-0.0035777416,0.00014929086,-6.5253196E-05,0.000109746914,6.035944E-05,0.00016228916,1.3000499E-06,0.00016762683,2.0944707,0.007309687,-5.5587145E-05,0.45367628,0.45468774,0.4071501,0.40765914,0.0030159845,-0.003025985,0.0032618202,-0.0026888738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027163946,-0.002936967,0.0011742125,0.0016288657,0.004058936,0.0042169136,0.0034667342,0.003143763,3.4773722E-05,0.000110615045,-3.3274293E-05,1.9595027E-06,195,4,132,2,6,-5315.502,174.49986,-3029.7527,0.00014122899,-0.042107876,-0.00056998077,198.20065,197.43613,205.06886,205.06886,-11.024998,1,0,0,0,0,469.1017,0,0,0,0,0,0,1,0,0,0
True,742146578,8499.995,705.4391,705.4596,-7.622518E-06,-0.0011945427,2.2603239E-05,-8.746253E-05,-1.4612322E-05,6.2884676E-05,0.00016142,1.5737699E-06,0.00021892335,2.0944707,0.007309687,-5.5587145E-05,0.45353517,0.45451415,0.40681204,0.4075822,0.0030150125,-0.003025813,0.0032622896,-0.0026872868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002716852,-0.0029374575,0.0011735407,0.0016281342,0.0040585203,0.004217132,0.0034669484,0.0031420267,2.4190173E-05,9.759888E-05,-5.667284E-05,-3.3676624E-06,195,4,132,2,6,-5315.502,174.49988,-3029.7527,0.00010870923,-0.035678037,-0.00048294774,196.54376,195.99873,203.51575,203.51575,-11.024998,1,0,0,0,0,469.23093,0,0,0,0,0,0,1,0,0,0
True,742146687,8499.995,705.4391,1552.4932,2.4492838E-06,-0.014476281,0.00010838798,0.0017365767,-0.0004692091,-6.130879E-05,0.00013563142,-2.377704E-05,-0.004290495,2.0944238,0.0073262216,-0.00025838637,0.4527602,0.45621112,0.40591484,0.40859157,-4.397948E-05,2.7074442E-05,-3.724318E-05,2.4576013E-05,-0.0003642748,-0.00032803384,-0.00035481964,-0.00031350806,0,0,0,0,0,0,0,0,0,0,0,0,0.0015889136,0.0013704959,-0.000309402,0.00014827827,0.0015895222,0.0013707633,0.00031163546,0.00015030112,-3.3918768E-05,0.00022484176,-0.000118769705,6.649643E-05,195,4,132,2,6,-5315.502,174.49985,-3029.7527,0.0017998929,45243.45,283.8322,195.27017,194.89355,202.3211,202.3211,-10.972673,1,0,0,0,0,469.33755,0,0,0,0,0,0,1,0,0,0
True,742146812,8499.995,705.4391,1826.7523,-5.2357797E-07,0.00097497116,-6.7921505E-06,-0.0010871299,-7.248455E-05,-6.367781E-05,6.375887E-05,-3.317338E-05,0.0020456957,2.0944386,0.0073360554,-0.00033212337,0.45152113,0.45786372,0.4045808,0.4098292,0.000113839356,9.7165605E-05,0.00011496287,9.9498226E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00045914084,-0.00067742885,-0.0001865199,0.000270909,0.00047304304,0.00068436173,0.00021910302,0.0002886028,-0.00012682751,0.00034875982,-0.00021110475,0.00015215576,195,4,132,2,6,-5315.502,174.49985,-3029.7527,0.0010914028,-5044.7676,-26.330896,194.02766,193.81534,201.15546,201.15546,-10.586228,1,0,0,0,0,469.4485,0,0,0,0,0,0,1,0,0,0
True,742146921,8499.995,705.4391,1612.6797,-3.8691685E-08,0.000119017415,-8.2951084E-07,-0.0004308012,3.134809E-06,7.931456E-05,-1.1790078E-05,3.097912E-05,0.0011645909,2.0944362,0.0073392014,-0.000120198136,0.45354214,0.45616904,0.40607783,0.40828705,6.7115456E-05,-0.00021885433,6.239578E-05,-0.00021046137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5924903E-05,-0.00020288177,-9.826675E-05,0.00035836932,0.0001,0.00029842625,0.0001164027,0.00041559903,2.4715438E-05,0.0002216883,-0.000107489526,4.541874E-05,195,4,132,2,6,-5315.502,174.49985,-3029.7527,0.00043805287,-3642.7898,-21.454596,192.72314,192.68314,199.93114,199.93114,-10.960344,1,0,0,0,0,469.57352,0,0,0,0,0,0,1,0,0,0
True,742147062,8499.995,705.4391,1224.8867,8.541809E-08,-0.0026926568,1.9763671E-05,-0.00014612544,8.468162E-05,-7.412463E-05,4.535963E-06,3.9202237E-06,0.00041147065,2.0944371,0.0073377127,-3.2827957E-05,0.45420787,0.45504618,0.4068576,0.40734336,0.00021751062,-8.982303E-05,0.00021224459,-8.1048296E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8662977E-06,-0.0002168225,-0.00014687866,0.00030970533,0.00021751862,0.00023469166,0.00025811067,0.00032013468,7.4632466E-05,0.00013749301,-5.351752E-05,-1.9896775E-05,195,4,132,2,6,-5315.502,174.49986,-3029.7527,0.00018443992,-1587.0532,-12.311075,191.51337,191.63312,198.7952,198.7952,-11.015468,1,0,0,0,0,469.69855,0,0,0,0,0,0,1,0,0,0
True,742147171,8499.995,705.4391,1071.5366,1.14724035E-08,-0.00041518064,3.0474403E-06,-9.379888E-05,5.6716504E-05,-7.884761E-05,-8.201168E-06,1.8106134E-06,0.00024965982,2.0944371,0.0073379073,-2.873852E-05,0.45442387,0.45496222,0.40685833,0.40705144,0.00020855396,-9.031638E-05,0.00020350824,-8.169584E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7734517E-05,-0.00023645248,-0.00015689035,0.0002996491,0.00020930664,0.00025311424,0.0002569634,0.0003105862,9.083189E-05,0.00013119541,-5.346909E-05,-4.010275E-05,195,4,132,2,6,-5315.502,174.49986,-3029.7527,0.00013502571,-970.09924,-8.627399,190.51147,190.76346,197.85397,197.85397,-11.023261,1,0,0,0,0,469.8097,0,0,0,0,0,0,1,0,0,0
True,742147281,8499.995,705.4391,1429.8707,0.043493327,-0.0033298293,-0.07530278,0.00095023273,-0.00014261322,0.0029182094,-0.00016548857,-6.1788465E-05,-0.002561376,2.0944347,0.0073279412,-9.8684104E-05,0.4538608,0.45511857,0.40658242,0.40733534,0.000106354375,0.00010611428,0.0002574424,0.00025000516,0.008022543,0.008280614,0.006866701,0.0071071372,0,0,0,0,0,0,0,0,0,0,0,0,0.00073529175,0.0005082646,0.00021683692,0.00066920434,0.0007429436,0.00051922357,0.000336593,0.0007143788,4.8605725E-05,0.00014292076,-7.256493E-05,-2.0451844E-05,195,4,132,2,6,-5315.5015,174.49988,-3029.7527,0.0030723321,36690.37,249.67769,189.57507,189.9506,196.97409,196.97409,-11.024683,1,0,0,0,0,469.92078,0,0,255,0,0,0,1,0,0,0
True,742147375,8499.995,705.4391,1590.699,-0.026805833,0.00468901,0.5724353,-0.00066458946,7.6630706E-05,0.01567828,-0.0010582038,5.224177E-05,0.0011978848,2.0944364,0.007293521,-0.00020678152,0.45235097,0.45600384,0.405806,0.40888917,-0.02210697,-0.021962745,0.024246568,0.02422358,0,0,0.07251391,0.0724,0,0,0,0,0,0,0,0,0,0,0,0,-0.00044422,-0.0007057525,-0.00045485704,-2.0914682E-05,0.022111433,0.021974081,0.024250833,0.024223588,-6.460212E-05,0.00020930357,-0.00012630224,8.709356E-05,195,4,132,2,6,-5315.501,174.49986,-3029.753,0.015692547,-3497.5613,-20.902903,188.80496,189.28204,196.25082,196.25082,-10.938686,1,0,0,0,0,470.0181,0,0,0,0,0,0,1,0,0,0
